Plot,Date,Count,Type
Plot #15 ,5/4/1994,7,H-(DELS)
Plot #15 ,5/5/1994,10,H-(DELS)
Plot #15 ,5/6/1994,8,H-(DELS)
Plot #15 ,5/7/1994,2,H-(DELS)
Plot #15 ,5/8/1994,5,H-(DELS)
Plot #15 ,5/9/1994,11,H-(DELS)
Plot #15 ,5/10/1994,5,H-(DELS)
Plot #15 ,5/11/1994,6,H-(DELS)
Plot #15 ,5/12/1994,18,H-(DELS)
Plot #15 ,5/13/1994,21,H-(DELS)
Plot #15 ,5/14/1994,55,H-(DELS)
Plot #15 ,5/15/1994,83,H-(DELS)
Plot #15 ,5/16/1994,92,H-(DELS)
Plot #15 ,5/17/1994,74,H-(DELS)
Plot #15 ,5/18/1994,67,H-(DELS)
Plot #15 ,5/19/1994,52,H-(DELS)
Plot #15 ,5/20/1994,65,H-(DELS)
Plot #15 ,5/21/1994,74,H-(DELS)
Plot #15 ,5/22/1994,76,H-(DELS)
Plot #15 ,5/23/1994,59,H-(DELS)
Plot #15 ,5/24/1994,64,H-(DELS)
Plot #15 ,5/25/1994,109,H-(DELS)
Plot #15 ,5/26/1994,92,H-(DELS)
Plot #15 ,5/27/1994,87,H-(DELS)
Plot #15 ,5/28/1994,65,H-(DELS)
Plot #15 ,5/29/1994,68,H-(DELS)
Plot #15 ,5/30/1994,69,H-(DELS)
Plot #15 ,5/31/1994,68,H-(DELS)
Plot #15 ,6/1/1994,56,H-(DELS)
Plot #15 ,6/2/1994,42,H-(DELS)
Plot #15 ,6/3/1994,24,H-(DELS)
Plot #15 ,6/4/1994,13,H-(DELS)
Plot #15 ,6/5/1994,20,H-(DELS)
Plot #15 ,6/6/1994,33,H-(DELS)
Plot #15 ,6/7/1994,38,H-(DELS)
Plot #15 ,6/8/1994,37,H-(DELS)
Plot #15 ,6/9/1994,29,H-(DELS)
Plot #15 ,6/10/1994,34,H-(DELS)
Plot #15 ,6/11/1994,33,H-(DELS)
Plot #15 ,6/12/1994,41,H-(DELS)
Plot #15 ,6/13/1994,50,H-(DELS)
Plot #15 ,6/14/1994,39,H-(DELS)
Plot #15 ,6/15/1994,38,H-(DELS)
Plot #15 ,6/16/1994,47,H-(DELS)
Plot #15 ,6/17/1994,49,H-(DELS)
Plot #15 ,6/18/1994,37,H-(DELS)
Plot #15 ,6/19/1994,12,H-(DELS)
Plot #15 ,6/20/1994,28,H-(DELS)
Plot #15 ,6/21/1994,29,H-(DELS)
Plot #15 ,6/22/1994,44,H-(DELS)
Plot #15 ,6/23/1994,37,H-(DELS)
Plot #15 ,6/24/1994,28,H-(DELS)
Plot #15 ,6/25/1994,23,H-(DELS)
Plot #15 ,6/26/1994,20,H-(DELS)
Plot #15 ,6/27/1994,37,H-(DELS)
Plot #15 ,6/28/1994,28,H-(DELS)
Plot #15 ,6/29/1994,103,H-(DELS)
Plot #15 ,6/30/1994,127,H-(DELS)
Plot #15 ,7/1/1994,49,H-(DELS)
Plot #15 ,7/2/1994,43,H-(DELS)
Plot #15 ,7/3/1994,41,H-(DELS)
Plot #15 ,7/4/1994,47,H-(DELS)
Plot #15 ,7/5/1994,41,H-(DELS)
Plot #15 ,7/6/1994,51,H-(DELS)
Plot #15 ,7/7/1994,55,H-(DELS)
Plot #15 ,7/8/1994,45,H-(DELS)
Plot #15 ,7/9/1994,42,H-(DELS)
Plot #15 ,7/10/1994,51,H-(DELS)
Plot #15 ,7/11/1994,39,H-(DELS)
Plot #15 ,7/12/1994,43,H-(DELS)
Plot #15 ,7/13/1994,43,H-(DELS)
Plot #15 ,7/14/1994,37,H-(DELS)
Plot #15 ,7/15/1994,36,H-(DELS)
Plot #15 ,7/16/1994,38,H-(DELS)
Plot #15 ,7/17/1994,41,H-(DELS)
Plot #15 ,7/18/1994,33,H-(DELS)
Plot #15 ,7/19/1994,37,H-(DELS)
Plot #15 ,7/20/1994,30,H-(DELS)
Plot #15 ,7/21/1994,33,H-(DELS)
Plot #15 ,7/22/1994,39,H-(DELS)
Plot #15 ,7/23/1994,52,H-(DELS)
Plot #15 ,7/24/1994,42,H-(DELS)
Plot #15 ,7/25/1994,35,H-(DELS)
Plot #15 ,7/26/1994,37,H-(DELS)
Plot #15 ,7/27/1994,35,H-(DELS)
Plot #15 ,7/28/1994,46,H-(DELS)
Plot #15 ,7/29/1994,37,H-(DELS)
Plot #15 ,7/30/1994,48,H-(DELS)
Plot #15 ,7/31/1994,38,H-(DELS)
Plot #15 ,8/1/1994,45,H-(DELS)
Plot #15 ,8/2/1994,41,H-(DELS)
Plot #15 ,8/3/1994,40,H-(DELS)
Plot #15 ,8/4/1994,48,H-(DELS)
Plot #15 ,8/5/1994,30,H-(DELS)
Plot #15 ,8/6/1994,43,H-(DELS)
Plot #15 ,8/7/1994,16,H-(DELS)
Plot #15 ,8/8/1994,32,H-(DELS)
Plot #15 ,8/9/1994,28,H-(DELS)
Plot #15 ,8/10/1994,20,H-(DELS)
Plot #15 ,8/11/1994,18,H-(DELS)
Plot #15 ,8/12/1994,21,H-(DELS)
Plot #15 ,8/13/1994,20,H-(DELS)
Plot #15 ,8/14/1994,18,H-(DELS)
Plot #15 ,8/15/1994,14,H-(DELS)
Plot #15 ,8/16/1994,11,H-(DELS)
Plot #15 ,8/17/1994,16,H-(DELS)
Plot #15 ,8/18/1994,14,H-(DELS)
Plot #15 ,8/19/1994,13,H-(DELS)
Plot #15 ,8/20/1994,16,H-(DELS)
Plot #15 ,8/21/1994,21,H-(DELS)
Plot #15 ,8/22/1994,23,H-(DELS)
Plot #15 ,8/23/1994,15,H-(DELS)
Plot #15 ,8/24/1994,23,H-(DELS)
Plot #15 ,8/25/1994,22,H-(DELS)
Plot #15 ,8/26/1994,13,H-(DELS)
Plot #15 ,8/27/1994,14,H-(DELS)
Plot #15 ,8/28/1994,19,H-(DELS)
Plot #15 ,8/29/1994,16,H-(DELS)
Plot #15 ,8/30/1994,20,H-(DELS)
Plot #15 ,8/31/1994,19,H-(DELS)
Plot #15 ,9/1/1994,18,H-(DELS)
Plot #15 ,9/2/1994,23,H-(DELS)
Plot #15 ,9/3/1994,18,H-(DELS)
Plot #15 ,9/4/1994,19,H-(DELS)
Plot #15 ,9/5/1994,22,H-(DELS)
Plot #15 ,9/6/1994,26,H-(DELS)
Plot #15 ,9/7/1994,21,H-(DELS)
Plot #15 ,9/8/1994,20,H-(DELS)
Plot #15 ,9/9/1994,26,H-(DELS)
Plot #15 ,9/10/1994,19,H-(DELS)
Plot #15 ,9/11/1994,19,H-(DELS)
Plot #15 ,9/12/1994,22,H-(DELS)
Plot #15 ,9/13/1994,24,H-(DELS)
Plot #15 ,9/14/1994,19,H-(DELS)
Plot #15 ,9/15/1994,30,H-(DELS)
Plot #15 ,9/16/1994,22,H-(DELS)
Plot #15 ,9/17/1994,25,H-(DELS)
Plot #15 ,9/18/1994,28,H-(DELS)
Plot #15 ,9/19/1994,28,H-(DELS)
Plot #15 ,9/20/1994,29,H-(DELS)
Plot #15 ,9/21/1994,32,H-(DELS)
Plot #15 ,9/22/1994,32,H-(DELS)
Plot #15 ,9/23/1994,32,H-(DELS)
Plot #15 ,9/24/1994,40,H-(DELS)
Plot #15 ,9/25/1994,36,H-(DELS)
Plot #15 ,9/26/1994,33,H-(DELS)
Plot #15 ,9/27/1994,29,H-(DELS)
Plot #15 ,9/28/1994,30,H-(DELS)
Plot #15 ,9/29/1994,33,H-(DELS)
Plot #15 ,9/30/1994,33,H-(DELS)
Plot #15 ,10/1/1994,32,H-(DELS)
Plot #15 ,10/2/1994,33,H-(DELS)
Plot #15 ,10/3/1994,36,H-(DELS)
Plot #15 ,10/4/1994,39,H-(DELS)
Plot #15 ,10/5/1994,33,H-(DELS)
Plot #15 ,10/6/1994,29,H-(DELS)
Plot #15 ,10/7/1994,40,H-(DELS)
Plot #15 ,10/8/1994,33,H-(DELS)
Plot #15 ,10/9/1994,37,H-(DELS)
Plot #15 ,10/10/1994,32,H-(DELS)
Plot #15 ,10/11/1994,38,H-(DELS)
Plot #15 ,10/12/1994,27,H-(DELS)
Plot #15 ,10/13/1994,32,H-(DELS)
Plot #15 ,10/14/1994,37,H-(DELS)
Plot #15 ,10/15/1994,31,H-(DELS)
Plot #15 ,10/16/1994,31,H-(DELS)
Plot #15 ,10/17/1994,37,H-(DELS)
Plot #15 ,10/18/1994,41,H-(DELS)
Plot #15 ,10/19/1994,42,H-(DELS)
Plot #15 ,10/20/1994,45,H-(DELS)
Plot #15 ,10/21/1994,44,H-(DELS)
Plot #15 ,10/22/1994,47,H-(DELS)
Plot #15 ,10/23/1994,39,H-(DELS)
Plot #15 ,10/24/1994,41,H-(DELS)
Plot #15 ,10/25/1994,32,H-(DELS)
Plot #15 ,10/26/1994,47,H-(DELS)
Plot #15 ,10/27/1994,39,H-(DELS)
Plot #15 ,10/28/1994,34,H-(DELS)
Plot #15 ,10/29/1994,38,H-(DELS)
Plot #15 ,10/30/1994,34,H-(DELS)
Plot #15 ,10/31/1994,42,H-(DELS)
Plot #15 ,11/1/1994,37,H-(DELS)
Plot #15 ,11/2/1994,44,H-(DELS)
Plot #15 ,11/3/1994,41,H-(DELS)
Plot #15 ,11/4/1994,34,H-(DELS)
Plot #15 ,11/5/1994,31,H-(DELS)
Plot #15 ,11/6/1994,39,H-(DELS)
Plot #15 ,11/7/1994,35,H-(DELS)
Plot #15 ,11/8/1994,36,H-(DELS)
Plot #15 ,11/9/1994,35,H-(DELS)
Plot #15 ,11/10/1994,31,H-(DELS)
Plot #15 ,11/11/1994,27,H-(DELS)
Plot #15 ,11/12/1994,26,H-(DELS)
Plot #15 ,11/13/1994,35,H-(DELS)
Plot #15 ,11/14/1994,30,H-(DELS)
Plot #15 ,11/15/1994,27,H-(DELS)
Plot #15 ,11/16/1994,26,H-(DELS)
Plot #15 ,11/17/1994,31,H-(DELS)
Plot #15 ,11/18/1994,22,H-(DELS)
Plot #15 ,11/19/1994,25,H-(DELS)
Plot #15 ,11/20/1994,26,H-(DELS)
Plot #15 ,11/21/1994,30,H-(DELS)
Plot #15 ,11/22/1994,50,H-(DELS)
Plot #15 ,11/23/1994,62,H-(DELS)
Plot #15 ,11/24/1994,16,H-(DELS)
Plot #15 ,11/25/1994,10,H-(DELS)
Plot #15 ,11/26/1994,5,H-(DELS)
Plot #15 ,11/27/1994,1,H-(DELS)
Plot #15 ,11/28/1994,5,H-(DELS)
Plot #15 ,11/29/1994,1,H-(DELS)
Plot #15 ,11/30/1994,0,H-(DELS)
Plot #15 ,12/1/1994,1,H-(DELS)
Plot #15 ,12/2/1994,0,H-(DELS)
Plot #15 ,12/3/1994,1,H-(DELS)
Plot #15 ,12/4/1994,0,H-(DELS)
Plot #15 ,12/5/1994,1,H-(DELS)
Plot #15 ,12/6/1994,3,H-(DELS)
Plot #15 ,12/7/1994,5,H-(DELS)
Plot #15 ,12/8/1994,1,H-(DELS)
Plot #15 ,12/9/1994,1,H-(DELS)
Plot #15 ,12/10/1994,1,H-(DELS)
Plot #15 ,12/11/1994,2,H-(DELS)
Plot #15 ,12/12/1994,0,H-(DELS)
Plot #15 ,12/13/1994,0,H-(DELS)
Plot #15 ,12/14/1994,0,H-(DELS)
Plot #15 ,12/15/1994,0,H-(DELS)
Plot #15 ,12/16/1994,0,H-(DELS)
Plot #15 ,12/17/1994,0,H-(DELS)
Plot #15 ,12/18/1994,1,H-(DELS)
Plot #15 ,12/19/1994,0,H-(DELS)
Plot #15 ,12/20/1994,0,H-(DELS)
Plot #15 ,12/21/1994,0,H-(DELS)
Plot #15 ,12/22/1994,0,H-(DELS)
Plot #15 ,12/23/1994,0,H-(DELS)
Plot #15 ,12/24/1994,0,H-(DELS)
Plot #15 ,12/25/1994,0,H-(DELS)
Plot #15 ,12/26/1994,0,H-(DELS)
Plot #15 ,12/27/1994,0,H-(DELS)
Plot #15 ,12/28/1994,1,H-(DELS)
Plot #15 ,12/29/1994,0,H-(DELS)
Plot #15 ,12/30/1994,0,H-(DELS)
Plot #15 ,12/31/1994,0,H-(DELS)
Plot #15 ,1/1/1995,0,H-(DELS)
Plot #15 ,1/2/1995,0,H-(DELS)
Plot #15 ,1/3/1995,0,H-(DELS)
Plot #15 ,1/4/1995,0,H-(DELS)
Plot #15 ,1/5/1995,2,H-(DELS)
Plot #15 ,1/6/1995,1,H-(DELS)
Plot #15 ,1/7/1995,0,H-(DELS)
Plot #15 ,1/8/1995,0,H-(DELS)
Plot #15 ,1/9/1995,1,H-(DELS)
Plot #15 ,1/10/1995,3,H-(DELS)
Plot #15 ,1/11/1995,0,H-(DELS)
Plot #15 ,1/12/1995,0,H-(DELS)
Plot #15 ,1/13/1995,0,H-(DELS)
Plot #15 ,1/14/1995,0,H-(DELS)
Plot #15 ,1/15/1995,0,H-(DELS)
Plot #15 ,1/16/1995,0,H-(DELS)
Plot #15 ,1/17/1995,0,H-(DELS)
Plot #15 ,1/18/1995,0,H-(DELS)
Plot #15 ,1/19/1995,0,H-(DELS)
Plot #15 ,1/20/1995,0,H-(DELS)
Plot #15 ,1/21/1995,0,H-(DELS)
Plot #15 ,1/22/1995,0,H-(DELS)
Plot #15 ,1/23/1995,0,H-(DELS)
Plot #15 ,1/24/1995,0,H-(DELS)
Plot #15 ,1/25/1995,0,H-(DELS)
Plot #15 ,1/26/1995,0,H-(DELS)
Plot #15 ,1/27/1995,2,H-(DELS)
Plot #15 ,1/28/1995,7,H-(DELS)
Plot #15 ,1/29/1995,6,H-(DELS)
Plot #15 ,1/30/1995,2,H-(DELS)
Plot #15 ,1/31/1995,11,H-(DELS)
Plot #15 ,2/1/1995,20,H-(DELS)
Plot #15 ,2/2/1995,16,H-(DELS)
Plot #15 ,2/3/1995,21,H-(DELS)
Plot #15 ,2/4/1995,1,H-(DELS)
Plot #15 ,2/5/1995,0,H-(DELS)
Plot #15 ,2/6/1995,0,H-(DELS)
Plot #15 ,2/7/1995,0,H-(DELS)
Plot #15 ,2/8/1995,0,H-(DELS)
Plot #15 ,2/9/1995,3,H-(DELS)
Plot #15 ,2/10/1995,0,H-(DELS)
Plot #15 ,2/11/1995,3,H-(DELS)
Plot #15 ,2/12/1995,0,H-(DELS)
Plot #15 ,2/13/1995,0,H-(DELS)
Plot #15 ,2/14/1995,0,H-(DELS)
Plot #15 ,2/15/1995,0,H-(DELS)
Plot #15 ,2/16/1995,2,H-(DELS)
Plot #15 ,2/17/1995,0,H-(DELS)
Plot #15 ,2/18/1995,0,H-(DELS)
Plot #15 ,2/19/1995,0,H-(DELS)
Plot #15 ,2/20/1995,0,H-(DELS)
Plot #15 ,2/21/1995,0,H-(DELS)
Plot #15 ,2/22/1995,1,H-(DELS)
Plot #15 ,2/23/1995,0,H-(DELS)
Plot #15 ,2/24/1995,1,H-(DELS)
Plot #15 ,2/25/1995,0,H-(DELS)
Plot #15 ,2/26/1995,0,H-(DELS)
Plot #15 ,2/27/1995,2,H-(DELS)
Plot #15 ,2/28/1995,0,H-(DELS)
Plot #15 ,3/1/1995,0,H-(DELS)
Plot #15 ,3/2/1995,0,H-(DELS)
Plot #15 ,3/3/1995,0,H-(DELS)
Plot #15 ,3/4/1995,0,H-(DELS)
Plot #15 ,3/5/1995,0,H-(DELS)
Plot #15 ,3/6/1995,0,H-(DELS)
Plot #15 ,3/7/1995,1,H-(DELS)
Plot #15 ,3/8/1995,0,H-(DELS)
Plot #15 ,3/9/1995,0,H-(DELS)
Plot #15 ,3/10/1995,0,H-(DELS)
Plot #15 ,3/11/1995,1,H-(DELS)
Plot #15 ,3/12/1995,0,H-(DELS)
Plot #15 ,3/13/1995,0,H-(DELS)
Plot #15 ,3/14/1995,0,H-(DELS)
Plot #15 ,3/15/1995,0,H-(DELS)
Plot #15 ,3/16/1995,0,H-(DELS)
Plot #15 ,3/17/1995,0,H-(DELS)
Plot #15 ,3/18/1995,0,H-(DELS)
Plot #15 ,3/19/1995,0,H-(DELS)
Plot #15 ,3/20/1995,0,H-(DELS)
Plot #15 ,3/21/1995,0,H-(DELS)
Plot #15 ,3/22/1995,0,H-(DELS)
Plot #15 ,3/23/1995,0,H-(DELS)
Plot #15 ,3/24/1995,0,H-(DELS)
Plot #15 ,3/25/1995,0,H-(DELS)
Plot #15 ,3/26/1995,0,H-(DELS)
Plot #15 ,3/27/1995,1,H-(DELS)
Plot #15 ,3/28/1995,0,H-(DELS)
Plot #15 ,3/29/1995,0,H-(DELS)
Plot #15 ,3/30/1995,0,H-(DELS)
Plot #15 ,3/31/1995,0,H-(DELS)
Plot #15 ,4/1/1995,0,H-(DELS)
Plot #15 ,4/2/1995,0,H-(DELS)
Plot #15 ,4/3/1995,0,H-(DELS)
Plot #15 ,4/4/1995,0,H-(DELS)
Plot #15 ,4/5/1995,0,H-(DELS)
Plot #15 ,4/6/1995,0,H-(DELS)
Plot #15 ,4/7/1995,0,H-(DELS)
Plot #15 ,4/8/1995,0,H-(DELS)
Plot #15 ,4/9/1995,0,H-(DELS)
Plot #15 ,4/10/1995,0,H-(DELS)
Plot #15 ,4/11/1995,0,H-(DELS)
Plot #15 ,4/12/1995,0,H-(DELS)
Plot #15 ,4/13/1995,0,H-(DELS)
Plot #15 ,4/14/1995,0,H-(DELS)
Plot #15 ,4/15/1995,0,H-(DELS)
Plot #15 ,4/16/1995,0,H-(DELS)
Plot #15 ,4/17/1995,0,H-(DELS)
Plot #15 ,4/18/1995,0,H-(DELS)
Plot #15 ,4/19/1995,0,H-(DELS)
Plot #15 ,4/20/1995,0,H-(DELS)
Plot #15 ,4/21/1995,0,H-(DELS)
Plot #15 ,4/22/1995,0,H-(DELS)
Plot #15 ,4/23/1995,0,H-(DELS)
Plot #15 ,4/24/1995,0,H-(DELS)
Plot #15 ,4/25/1995,0,H-(DELS)
Plot #15 ,4/26/1995,0,H-(DELS)
Plot #15 ,4/27/1995,0,H-(DELS)
Plot #15 ,4/28/1995,0,H-(DELS)
Plot #15 ,4/29/1995,0,H-(DELS)
Plot #15 ,4/30/1995,0,H-(DELS)
Plot #15 ,5/1/1995,0,H-(DELS)
Plot #15 ,5/2/1995,0,H-(DELS)
Plot #15 ,5/3/1995,0,H-(DELS)
Plot #15 ,5/4/1995,0,H-(DELS)
Plot #15 ,5/5/1995,0,H-(DELS)
Plot #15 ,5/6/1995,0,H-(DELS)
Plot #15 ,5/7/1995,0,H-(DELS)
Plot #15 ,5/8/1995,0,H-(DELS)
Plot #15 ,5/9/1995,0,H-(DELS)
Plot #15 ,5/10/1995,0,H-(DELS)
Plot #15 ,5/11/1995,0,H-(DELS)
Plot #15 ,5/12/1995,0,H-(DELS)
Plot #15 ,5/13/1995,0,H-(DELS)
Plot #15 ,5/14/1995,0,H-(DELS)
Plot #15 ,5/15/1995,0,H-(DELS)
Plot #15 ,5/16/1995,0,H-(DELS)
Plot #15 ,5/17/1995,0,H-(DELS)
Plot #15 ,5/18/1995,0,H-(DELS)
Plot #15 ,5/19/1995,0,H-(DELS)
Plot #15 ,5/20/1995,0,H-(DELS)
Plot #15 ,5/21/1995,0,H-(DELS)
Plot #15 ,5/22/1995,0,H-(DELS)
Plot #15 ,5/23/1995,1,H-(DELS)
Plot #15 ,5/24/1995,0,H-(DELS)
Plot #15 ,5/25/1995,0,H-(DELS)
Plot #15 ,5/26/1995,0,H-(DELS)
Plot #15 ,5/27/1995,0,H-(DELS)
Plot #15 ,5/28/1995,0,H-(DELS)
Plot #15 ,5/29/1995,0,H-(DELS)
Plot #15 ,5/30/1995,0,H-(DELS)
Plot #15 ,5/31/1995,0,H-(DELS)
Plot #15 ,6/1/1995,0,H-(DELS)
Plot #15 ,6/2/1995,0,H-(DELS)
Plot #15 ,6/3/1995,0,H-(DELS)
Plot #15 ,6/4/1995,0,H-(DELS)
Plot #15 ,6/5/1995,0,H-(DELS)
Plot #15 ,6/6/1995,0,H-(DELS)
Plot #15 ,6/7/1995,0,H-(DELS)
Plot #15 ,6/8/1995,0,H-(DELS)
Plot #15 ,6/9/1995,0,H-(DELS)
Plot #15 ,6/10/1995,0,H-(DELS)
Plot #15 ,6/11/1995,0,H-(DELS)
Plot #15 ,6/12/1995,0,H-(DELS)
Plot #15 ,6/13/1995,0,H-(DELS)
Plot #15 ,6/14/1995,0,H-(DELS)
Plot #15 ,6/15/1995,0,H-(DELS)
Plot #15 ,6/16/1995,0,H-(DELS)
Plot #15 ,6/17/1995,0,H-(DELS)
Plot #15 ,6/18/1995,0,H-(DELS)
Plot #15 ,6/19/1995,0,H-(DELS)
Plot #15 ,6/20/1995,0,H-(DELS)
Plot #15 ,6/21/1995,0,H-(DELS)
Plot #15 ,6/22/1995,0,H-(DELS)
Plot #15 ,6/23/1995,2,H-(DELS)
Plot #15 ,6/24/1995,7,H-(DELS)
Plot #15 ,6/25/1995,2,H-(DELS)
Plot #15 ,6/26/1995,0,H-(DELS)
Plot #15 ,6/27/1995,0,H-(DELS)
Plot #15 ,6/28/1995,0,H-(DELS)
Plot #15 ,6/29/1995,1,H-(DELS)
Plot #15 ,6/30/1995,1,H-(DELS)
Plot #15 ,7/1/1995,1,H-(DELS)
Plot #15 ,7/2/1995,0,H-(DELS)
Plot #15 ,7/3/1995,2,H-(DELS)
Plot #15 ,7/4/1995,2,H-(DELS)
Plot #15 ,7/5/1995,1,H-(DELS)
Plot #15 ,7/6/1995,1,H-(DELS)
Plot #15 ,7/7/1995,1,H-(DELS)
Plot #15 ,7/8/1995,0,H-(DELS)
Plot #15 ,7/9/1995,2,H-(DELS)
Plot #15 ,7/10/1995,3,H-(DELS)
Plot #15 ,7/11/1995,0,H-(DELS)
Plot #15 ,7/12/1995,0,H-(DELS)
Plot #15 ,7/13/1995,0,H-(DELS)
Plot #15 ,7/14/1995,3,H-(DELS)
Plot #15 ,7/15/1995,2,H-(DELS)
Plot #15 ,7/16/1995,2,H-(DELS)
Plot #15 ,7/17/1995,2,H-(DELS)
Plot #15 ,7/18/1995,3,H-(DELS)
Plot #15 ,7/19/1995,3,H-(DELS)
Plot #15 ,7/20/1995,12,H-(DELS)
Plot #15 ,7/21/1995,12,H-(DELS)
Plot #15 ,7/22/1995,4,H-(DELS)
Plot #15 ,7/23/1995,11,H-(DELS)
Plot #15 ,7/24/1995,3,H-(DELS)
Plot #15 ,7/25/1995,6,H-(DELS)
Plot #15 ,7/26/1995,11,H-(DELS)
Plot #15 ,7/27/1995,11,H-(DELS)
Plot #15 ,7/28/1995,22,H-(DELS)
Plot #15 ,7/29/1995,6,H-(DELS)
Plot #15 ,7/30/1995,15,H-(DELS)
Plot #15 ,7/31/1995,2,H-(DELS)
Plot #15 ,8/1/1995,11,H-(DELS)
Plot #15 ,8/2/1995,14,H-(DELS)
Plot #15 ,8/3/1995,28,H-(DELS)
Plot #15 ,8/4/1995,13,H-(DELS)
Plot #15 ,8/5/1995,19,H-(DELS)
Plot #15 ,8/6/1995,35,H-(DELS)
Plot #15 ,8/7/1995,26,H-(DELS)
Plot #15 ,8/8/1995,22,H-(DELS)
Plot #15 ,8/9/1995,22,H-(DELS)
Plot #15 ,8/10/1995,30,H-(DELS)
Plot #15 ,8/11/1995,42,H-(DELS)
Plot #15 ,8/12/1995,37,H-(DELS)
Plot #15 ,8/13/1995,41,H-(DELS)
Plot #15 ,8/14/1995,21,H-(DELS)
Plot #15 ,8/15/1995,24,H-(DELS)
Plot #15 ,8/16/1995,13,H-(DELS)
Plot #15 ,8/17/1995,11,H-(DELS)
Plot #15 ,8/18/1995,9,H-(DELS)
Plot #15 ,8/19/1995,12,H-(DELS)
Plot #15 ,8/20/1995,8,H-(DELS)
Plot #15 ,8/21/1995,5,H-(DELS)
Plot #15 ,8/22/1995,10,H-(DELS)
Plot #15 ,8/23/1995,6,H-(DELS)
Plot #15 ,8/24/1995,5,H-(DELS)
Plot #15 ,8/25/1995,9,H-(DELS)
Plot #15 ,8/26/1995,1,H-(DELS)
Plot #15 ,8/27/1995,1,H-(DELS)
Plot #15 ,8/28/1995,1,H-(DELS)
Plot #15 ,8/29/1995,6,H-(DELS)
Plot #15 ,8/30/1995,1,H-(DELS)
Plot #15 ,8/31/1995,9,H-(DELS)
Plot #15 ,9/1/1995,4,H-(DELS)
Plot #15 ,9/2/1995,4,H-(DELS)
Plot #15 ,9/3/1995,3,H-(DELS)
Plot #15 ,9/4/1995,2,H-(DELS)
Plot #15 ,9/5/1995,5,H-(DELS)
Plot #15 ,9/6/1995,1,H-(DELS)
Plot #15 ,9/7/1995,2,H-(DELS)
Plot #15 ,9/8/1995,0,H-(DELS)
Plot #15 ,9/9/1995,1,H-(DELS)
Plot #15 ,9/10/1995,0,H-(DELS)
Plot #15 ,9/11/1995,0,H-(DELS)
Plot #15 ,9/12/1995,3,H-(DELS)
Plot #15 ,9/13/1995,1,H-(DELS)
Plot #15 ,9/14/1995,1,H-(DELS)
Plot #15 ,9/15/1995,4,H-(DELS)
Plot #15 ,9/16/1995,1,H-(DELS)
Plot #15 ,9/17/1995,0,H-(DELS)
Plot #15 ,9/18/1995,0,H-(DELS)
Plot #15 ,9/19/1995,5,H-(DELS)
Plot #15 ,9/20/1995,20,H-(DELS)
Plot #15 ,9/21/1995,12,H-(DELS)
Plot #15 ,9/22/1995,27,H-(DELS)
Plot #15 ,9/23/1995,24,H-(DELS)
Plot #15 ,9/24/1995,14,H-(DELS)
Plot #15 ,9/25/1995,7,H-(DELS)
Plot #15 ,9/26/1995,12,H-(DELS)
Plot #15 ,9/27/1995,22,H-(DELS)
Plot #15 ,9/28/1995,25,H-(DELS)
Plot #15 ,9/29/1995,16,H-(DELS)
Plot #15 ,9/30/1995,12,H-(DELS)
Plot #15 ,10/1/1995,22,H-(DELS)
Plot #15 ,10/2/1995,14,H-(DELS)
Plot #15 ,10/3/1995,21,H-(DELS)
Plot #15 ,10/4/1995,15,H-(DELS)
Plot #15 ,10/5/1995,13,H-(DELS)
Plot #15 ,10/6/1995,18,H-(DELS)
Plot #15 ,10/7/1995,20,H-(DELS)
Plot #15 ,10/8/1995,9,H-(DELS)
Plot #15 ,10/9/1995,3,H-(DELS)
Plot #15 ,10/10/1995,11,H-(DELS)
Plot #15 ,10/11/1995,33,H-(DELS)
Plot #15 ,10/12/1995,32,H-(DELS)
Plot #15 ,10/13/1995,11,H-(DELS)
Plot #15 ,10/14/1995,14,H-(DELS)
Plot #15 ,10/15/1995,22,H-(DELS)
Plot #15 ,10/16/1995,21,H-(DELS)
Plot #15 ,10/17/1995,31,H-(DELS)
Plot #15 ,10/18/1995,26,H-(DELS)
Plot #15 ,10/19/1995,30,H-(DELS)
Plot #15 ,10/20/1995,24,H-(DELS)
Plot #15 ,10/21/1995,41,H-(DELS)
Plot #15 ,10/22/1995,61,H-(DELS)
Plot #15 ,10/23/1995,40,H-(DELS)
Plot #15 ,10/24/1995,34,H-(DELS)
Plot #15 ,10/25/1995,38,H-(DELS)
Plot #15 ,10/26/1995,35,H-(DELS)
Plot #15 ,10/27/1995,25,H-(DELS)
Plot #15 ,10/28/1995,31,H-(DELS)
Plot #15 ,10/29/1995,26,H-(DELS)
Plot #15 ,10/30/1995,31,H-(DELS)
Plot #15 ,10/31/1995,47,H-(DELS)
Plot #15 ,11/1/1995,22,H-(DELS)
Plot #15 ,11/2/1995,41,H-(DELS)
Plot #15 ,11/3/1995,49,H-(DELS)
Plot #15 ,11/4/1995,46,H-(DELS)
Plot #15 ,11/5/1995,45,H-(DELS)
Plot #15 ,11/6/1995,45,H-(DELS)
Plot #15 ,11/7/1995,36,H-(DELS)
Plot #15 ,11/8/1995,43,H-(DELS)
Plot #15 ,11/9/1995,51,H-(DELS)
Plot #15 ,11/10/1995,40,H-(DELS)
Plot #15 ,11/11/1995,26,H-(DELS)
Plot #15 ,11/12/1995,39,H-(DELS)
Plot #15 ,11/13/1995,35,H-(DELS)
